are_cd,are_nm,rail_opr_istt_cd,ln_cd,ln_nm,prpr_stin_cd,stin_nm,plf_no,car_ordr,door_cnt
01,수도권,KR,1,1호선,1370,연천,1,1,4
01,수도권,KR,1,1호선,1370,연천,1,2,4
01,수도권,KR,1,1호선,1370,연천,1,3,4
01,수도권,KR,1,1호선,1370,연천,1,4,4
01,수도권,KR,1,1호선,1370,연천,1,5,4
01,수도권,KR,1,1호선,1370,연천,1,6,4
01,수도권,KR,1,1호선,1370,연천,1,7,4
01,수도권,KR,1,1호선,1370,연천,1,8,4
01,수도권,KR,1,1호선,1370,연천,1,9,4
01,수도권,KR,1,1호선,1370,연천,1,10,4
01,수도권,KR,1,1호선,1370,연천,2,1,4
01,수도권,KR,1,1호선,1370,연천,2,2,4
01,수도권,KR,1,1호선,1370,연천,2,3,4
01,수도권,KR,1,1호선,1370,연천,2,4,4
01,수도권,KR,1,1호선,1370,연천,2,5,4
01,수도권,KR,1,1호선,1370,연천,2,6,4
01,수도권,KR,1,1호선,1370,연천,2,7,4
01,수도권,KR,1,1호선,1370,연천,2,8,4
01,수도권,KR,1,1호선,1370,연천,2,9,4
01,수도권,KR,1,1호선,1370,연천,2,10,4
01,수도권,KR,1,1호선,1369,전곡,1,1,4
01,수도권,KR,1,1호선,1369,전곡,1,2,4
01,수도권,KR,1,1호선,1369,전곡,1,3,4
01,수도권,KR,1,1호선,1369,전곡,1,4,4
01,수도권,KR,1,1호선,1369,전곡,1,5,4
01,수도권,KR,1,1호선,1369,전곡,1,6,4
01,수도권,KR,1,1호선,1369,전곡,1,7,4
01,수도권,KR,1,1호선,1369,전곡,1,8,4
01,수도권,KR,1,1호선,1369,전곡,1,9,4
01,수도권,KR,1,1호선,1369,전곡,1,10,4
01,수도권,KR,1,1호선,1369,전곡,2,1,4
01,수도권,KR,1,1호선,1369,전곡,2,2,4
01,수도권,KR,1,1호선,1369,전곡,2,3,4
01,수도권,KR,1,1호선,1369,전곡,2,4,4
01,수도권,KR,1,1호선,1369,전곡,2,5,4
01,수도권,KR,1,1호선,1369,전곡,2,6,4
01,수도권,KR,1,1호선,1369,전곡,2,7,4
01,수도권,KR,1,1호선,1369,전곡,2,8,4
01,수도권,KR,1,1호선,1369,전곡,2,9,4
01,수도권,KR,1,1호선,1369,전곡,2,10,4
01,수도권,KR,1,1호선,1368,청산,1,1,4
01,수도권,KR,1,1호선,1368,청산,1,2,4
01,수도권,KR,1,1호선,1368,청산,1,3,4
01,수도권,KR,1,1호선,1368,청산,1,4,4
01,수도권,KR,1,1호선,1368,청산,1,5,4
01,수도권,KR,1,1호선,1368,청산,1,6,4
01,수도권,KR,1,1호선,1368,청산,1,7,4
01,수도권,KR,1,1호선,1368,청산,1,8,4
01,수도권,KR,1,1호선,1368,청산,1,9,4
01,수도권,KR,1,1호선,1368,청산,1,10,4
01,수도권,KR,1,1호선,1368,청산,2,1,4
01,수도권,KR,1,1호선,1368,청산,2,2,4
01,수도권,KR,1,1호선,1368,청산,2,3,4
01,수도권,KR,1,1호선,1368,청산,2,4,4
01,수도권,KR,1,1호선,1368,청산,2,5,4
01,수도권,KR,1,1호선,1368,청산,2,6,4
01,수도권,KR,1,1호선,1368,청산,2,7,4
01,수도권,KR,1,1호선,1368,청산,2,8,4
01,수도권,KR,1,1호선,1368,청산,2,9,4
01,수도권,KR,1,1호선,1368,청산,2,10,4
01,수도권,KR,1,1호선,0324,소요산,1,1,4
01,수도권,KR,1,1호선,0324,소요산,1,2,4
01,수도권,KR,1,1호선,0324,소요산,1,3,4
01,수도권,KR,1,1호선,0324,소요산,1,4,4
01,수도권,KR,1,1호선,0324,소요산,1,5,4
01,수도권,KR,1,1호선,0324,소요산,1,6,4
01,수도권,KR,1,1호선,0324,소요산,1,7,4
01,수도권,KR,1,1호선,0324,소요산,1,8,4
01,수도권,KR,1,1호선,0324,소요산,1,9,4
01,수도권,KR,1,1호선,0324,소요산,1,10,4
01,수도권,KR,1,1호선,0324,소요산,2,1,4
01,수도권,KR,1,1호선,0324,소요산,2,2,4
01,수도권,KR,1,1호선,0324,소요산,2,3,4
01,수도권,KR,1,1호선,0324,소요산,2,4,4
01,수도권,KR,1,1호선,0324,소요산,2,5,4
01,수도권,KR,1,1호선,0324,소요산,2,6,4
01,수도권,KR,1,1호선,0324,소요산,2,7,4
01,수도권,KR,1,1호선,0324,소요산,2,8,4
01,수도권,KR,1,1호선,0324,소요산,2,9,4
01,수도권,KR,1,1호선,0324,소요산,2,10,4
01,수도권,KR,1,1호선,0158,동두천,1,1,4
01,수도권,KR,1,1호선,0158,동두천,1,2,4
01,수도권,KR,1,1호선,0158,동두천,1,3,4
01,수도권,KR,1,1호선,0158,동두천,1,4,4
01,수도권,KR,1,1호선,0158,동두천,1,5,4
01,수도권,KR,1,1호선,0158,동두천,1,6,4
01,수도권,KR,1,1호선,0158,동두천,1,7,4
01,수도권,KR,1,1호선,0158,동두천,1,8,4
01,수도권,KR,1,1호선,0158,동두천,1,9,4
01,수도권,KR,1,1호선,0158,동두천,1,10,4
01,수도권,KR,1,1호선,0158,동두천,2,1,4
01,수도권,KR,1,1호선,0158,동두천,2,2,4
01,수도권,KR,1,1호선,0158,동두천,2,3,4
01,수도권,KR,1,1호선,0158,동두천,2,4,4
01,수도권,KR,1,1호선,0158,동두천,2,5,4
01,수도권,KR,1,1호선,0158,동두천,2,6,4
01,수도권,KR,1,1호선,0158,동두천,2,7,4
01,수도권,KR,1,1호선,0158,동두천,2,8,4
01,수도권,KR,1,1호선,0158,동두천,2,9,4
01,수도권,KR,1,1호선,0158,동두천,2,10,4
01,수도권,KR,1,1호선,0235,보산,1,1,4
01,수도권,KR,1,1호선,0235,보산,1,2,4
01,수도권,KR,1,1호선,0235,보산,1,3,4
01,수도권,KR,1,1호선,0235,보산,1,4,4
01,수도권,KR,1,1호선,0235,보산,1,5,4
01,수도권,KR,1,1호선,0235,보산,1,6,4
01,수도권,KR,1,1호선,0235,보산,1,7,4
01,수도권,KR,1,1호선,0235,보산,1,8,4
01,수도권,KR,1,1호선,0235,보산,1,9,4
01,수도권,KR,1,1호선,0235,보산,1,10,4
01,수도권,KR,1,1호선,0235,보산,2,1,4
01,수도권,KR,1,1호선,0235,보산,2,2,4
01,수도권,KR,1,1호선,0235,보산,2,3,4
01,수도권,KR,1,1호선,0235,보산,2,4,4
01,수도권,KR,1,1호선,0235,보산,2,5,4
01,수도권,KR,1,1호선,0235,보산,2,6,4
01,수도권,KR,1,1호선,0235,보산,2,7,4
01,수도권,KR,1,1호선,0235,보산,2,8,4
01,수도권,KR,1,1호선,0235,보산,2,9,4
01,수도권,KR,1,1호선,0235,보산,2,10,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,1,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,2,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,3,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,4,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,5,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,6,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,7,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,8,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,9,4
01,수도권,KR,1,1호선,0159,동두천중앙,1,10,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,1,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,2,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,3,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,4,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,5,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,6,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,7,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,8,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,9,4
01,수도권,KR,1,1호선,0159,동두천중앙,2,10,4
01,수도권,KR,1,1호선,0538,지행,1,1,4
01,수도권,KR,1,1호선,0538,지행,1,2,4
01,수도권,KR,1,1호선,0538,지행,1,3,4
01,수도권,KR,1,1호선,0538,지행,1,4,4
01,수도권,KR,1,1호선,0538,지행,1,5,4
01,수도권,KR,1,1호선,0538,지행,1,6,4
01,수도권,KR,1,1호선,0538,지행,1,7,4
01,수도권,KR,1,1호선,0538,지행,1,8,4
01,수도권,KR,1,1호선,0538,지행,1,9,4
01,수도권,KR,1,1호선,0538,지행,1,10,4
01,수도권,KR,1,1호선,0538,지행,2,1,4
01,수도권,KR,1,1호선,0538,지행,2,2,4
01,수도권,KR,1,1호선,0538,지행,2,3,4
01,수도권,KR,1,1호선,0538,지행,2,4,4
01,수도권,KR,1,1호선,0538,지행,2,5,4
01,수도권,KR,1,1호선,0538,지행,2,6,4
01,수도권,KR,1,1호선,0538,지행,2,7,4
01,수도권,KR,1,1호선,0538,지행,2,8,4
01,수도권,KR,1,1호선,0538,지행,2,9,4
01,수도권,KR,1,1호선,0538,지행,2,10,4
01,수도권,KR,1,1호선,0141,덕정,1,1,4
01,수도권,KR,1,1호선,0141,덕정,1,2,4
01,수도권,KR,1,1호선,0141,덕정,1,3,4
01,수도권,KR,1,1호선,0141,덕정,1,4,4
01,수도권,KR,1,1호선,0141,덕정,1,5,4
01,수도권,KR,1,1호선,0141,덕정,1,6,4
01,수도권,KR,1,1호선,0141,덕정,1,7,4
01,수도권,KR,1,1호선,0141,덕정,1,8,4
01,수도권,KR,1,1호선,0141,덕정,1,9,4
01,수도권,KR,1,1호선,0141,덕정,1,10,4
01,수도권,KR,1,1호선,0141,덕정,2,1,4
01,수도권,KR,1,1호선,0141,덕정,2,2,4
01,수도권,KR,1,1호선,0141,덕정,2,3,4
01,수도권,KR,1,1호선,0141,덕정,2,4,4
01,수도권,KR,1,1호선,0141,덕정,2,5,4
01,수도권,KR,1,1호선,0141,덕정,2,6,4
01,수도권,KR,1,1호선,0141,덕정,2,7,4
01,수도권,KR,1,1호선,0141,덕정,2,8,4
01,수도권,KR,1,1호선,0141,덕정,2,9,4
01,수도권,KR,1,1호선,0141,덕정,2,10,4
01,수도권,KR,1,1호선,0139,덕계,1,1,4
01,수도권,KR,1,1호선,0139,덕계,1,2,4
01,수도권,KR,1,1호선,0139,덕계,1,3,4
01,수도권,KR,1,1호선,0139,덕계,1,4,4
01,수도권,KR,1,1호선,0139,덕계,1,5,4
01,수도권,KR,1,1호선,0139,덕계,1,6,4
01,수도권,KR,1,1호선,0139,덕계,1,7,4
01,수도권,KR,1,1호선,0139,덕계,1,8,4
01,수도권,KR,1,1호선,0139,덕계,1,9,4
01,수도권,KR,1,1호선,0139,덕계,1,10,4
01,수도권,KR,1,1호선,0139,덕계,2,1,4
01,수도권,KR,1,1호선,0139,덕계,2,2,4
01,수도권,KR,1,1호선,0139,덕계,2,3,4
01,수도권,KR,1,1호선,0139,덕계,2,4,4
01,수도권,KR,1,1호선,0139,덕계,2,5,4
01,수도권,KR,1,1호선,0139,덕계,2,6,4
01,수도권,KR,1,1호선,0139,덕계,2,7,4
01,수도권,KR,1,1호선,0139,덕계,2,8,4
01,수도권,KR,1,1호선,0139,덕계,2,9,4
01,수도권,KR,1,1호선,0139,덕계,2,10,4
01,수도권,KR,1,1호선,0403,양주,1,1,4
01,수도권,KR,1,1호선,0403,양주,1,2,4
01,수도권,KR,1,1호선,0403,양주,1,3,4
01,수도권,KR,1,1호선,0403,양주,1,4,4
01,수도권,KR,1,1호선,0403,양주,1,5,4
01,수도권,KR,1,1호선,0403,양주,1,6,4
01,수도권,KR,1,1호선,0403,양주,1,7,4
01,수도권,KR,1,1호선,0403,양주,1,8,4
01,수도권,KR,1,1호선,0403,양주,1,9,4
01,수도권,KR,1,1호선,0403,양주,1,10,4
01,수도권,KR,1,1호선,0403,양주,2,1,4
01,수도권,KR,1,1호선,0403,양주,2,2,4
01,수도권,KR,1,1호선,0403,양주,2,3,4
01,수도권,KR,1,1호선,0403,양주,2,4,4
01,수도권,KR,1,1호선,0403,양주,2,5,4
01,수도권,KR,1,1호선,0403,양주,2,6,4
01,수도권,KR,1,1호선,0403,양주,2,7,4
01,수도권,KR,1,1호선,0403,양주,2,8,4
01,수도권,KR,1,1호선,0403,양주,2,9,4
01,수도권,KR,1,1호선,0403,양주,2,10,4
01,수도권,KR,1,1호선,0403,양주,3,1,4
01,수도권,KR,1,1호선,0403,양주,3,2,4
01,수도권,KR,1,1호선,0403,양주,3,3,4
01,수도권,KR,1,1호선,0403,양주,3,4,4
01,수도권,KR,1,1호선,0403,양주,3,5,4
01,수도권,KR,1,1호선,0403,양주,3,6,4
01,수도권,KR,1,1호선,0403,양주,3,7,4
01,수도권,KR,1,1호선,0403,양주,3,8,4
01,수도권,KR,1,1호선,0403,양주,3,9,4
01,수도권,KR,1,1호선,0403,양주,3,10,4
01,수도권,KR,1,1호선,0118,녹양,1,1,4
01,수도권,KR,1,1호선,0118,녹양,1,2,4
01,수도권,KR,1,1호선,0118,녹양,1,3,4
01,수도권,KR,1,1호선,0118,녹양,1,4,4
01,수도권,KR,1,1호선,0118,녹양,1,5,4
01,수도권,KR,1,1호선,0118,녹양,1,6,4
01,수도권,KR,1,1호선,0118,녹양,1,7,4
01,수도권,KR,1,1호선,0118,녹양,1,8,4
01,수도권,KR,1,1호선,0118,녹양,1,9,4
01,수도권,KR,1,1호선,0118,녹양,1,10,4
01,수도권,KR,1,1호선,0118,녹양,2,1,4
01,수도권,KR,1,1호선,0118,녹양,2,2,4
01,수도권,KR,1,1호선,0118,녹양,2,3,4
01,수도권,KR,1,1호선,0118,녹양,2,4,4
01,수도권,KR,1,1호선,0118,녹양,2,5,4
01,수도권,KR,1,1호선,0118,녹양,2,6,4
01,수도권,KR,1,1호선,0118,녹양,2,7,4
01,수도권,KR,1,1호선,0118,녹양,2,8,4
01,수도권,KR,1,1호선,0118,녹양,2,9,4
01,수도권,KR,1,1호선,0118,녹양,2,10,4
01,수도권,KR,1,1호선,0002,가능,1,1,4
01,수도권,KR,1,1호선,0002,가능,1,2,4
01,수도권,KR,1,1호선,0002,가능,1,3,4
01,수도권,KR,1,1호선,0002,가능,1,4,4
01,수도권,KR,1,1호선,0002,가능,1,5,4
01,수도권,KR,1,1호선,0002,가능,1,6,4
01,수도권,KR,1,1호선,0002,가능,1,7,4
01,수도권,KR,1,1호선,0002,가능,1,8,4
01,수도권,KR,1,1호선,0002,가능,1,9,4
01,수도권,KR,1,1호선,0002,가능,1,10,4
01,수도권,KR,1,1호선,0002,가능,2,1,4
01,수도권,KR,1,1호선,0002,가능,2,2,4
01,수도권,KR,1,1호선,0002,가능,2,3,4
01,수도권,KR,1,1호선,0002,가능,2,4,4
01,수도권,KR,1,1호선,0002,가능,2,5,4
01,수도권,KR,1,1호선,0002,가능,2,6,4
01,수도권,KR,1,1호선,0002,가능,2,7,4
01,수도권,KR,1,1호선,0002,가능,2,8,4
01,수도권,KR,1,1호선,0002,가능,2,9,4
01,수도권,KR,1,1호선,0002,가능,2,10,4
01,수도권,KR,1,1호선,0470,의정부,1,1,4
01,수도권,KR,1,1호선,0470,의정부,1,2,4
01,수도권,KR,1,1호선,0470,의정부,1,3,4
01,수도권,KR,1,1호선,0470,의정부,1,4,4
01,수도권,KR,1,1호선,0470,의정부,1,5,4
01,수도권,KR,1,1호선,0470,의정부,1,6,4
01,수도권,KR,1,1호선,0470,의정부,1,7,4
01,수도권,KR,1,1호선,0470,의정부,1,8,4
01,수도권,KR,1,1호선,0470,의정부,1,9,4
01,수도권,KR,1,1호선,0470,의정부,1,10,4
01,수도권,KR,1,1호선,0470,의정부,2,1,4
01,수도권,KR,1,1호선,0470,의정부,2,2,4
01,수도권,KR,1,1호선,0470,의정부,2,3,4
01,수도권,KR,1,1호선,0470,의정부,2,4,4
01,수도권,KR,1,1호선,0470,의정부,2,5,4
01,수도권,KR,1,1호선,0470,의정부,2,6,4
01,수도권,KR,1,1호선,0470,의정부,2,7,4
01,수도권,KR,1,1호선,0470,의정부,2,8,4
01,수도권,KR,1,1호선,0470,의정부,2,9,4
01,수도권,KR,1,1호선,0470,의정부,2,10,4
01,수도권,KR,1,1호선,0470,의정부,3,1,4
01,수도권,KR,1,1호선,0470,의정부,3,2,4
01,수도권,KR,1,1호선,0470,의정부,3,3,4
01,수도권,KR,1,1호선,0470,의정부,3,4,4
01,수도권,KR,1,1호선,0470,의정부,3,5,4
01,수도권,KR,1,1호선,0470,의정부,3,6,4
01,수도권,KR,1,1호선,0470,의정부,3,7,4
01,수도권,KR,1,1호선,0470,의정부,3,8,4
01,수도권,KR,1,1호선,0470,의정부,3,9,4
01,수도권,KR,1,1호선,0470,의정부,3,10,4
01,수도권,KR,1,1호선,0606,회룡,1,1,4
01,수도권,KR,1,1호선,0606,회룡,1,2,4
01,수도권,KR,1,1호선,0606,회룡,1,3,4
01,수도권,KR,1,1호선,0606,회룡,1,4,4
01,수도권,KR,1,1호선,0606,회룡,1,5,4
01,수도권,KR,1,1호선,0606,회룡,1,6,4
01,수도권,KR,1,1호선,0606,회룡,1,7,4
01,수도권,KR,1,1호선,0606,회룡,1,8,4
01,수도권,KR,1,1호선,0606,회룡,1,9,4
01,수도권,KR,1,1호선,0606,회룡,1,10,4
01,수도권,KR,1,1호선,0606,회룡,2,1,4
01,수도권,KR,1,1호선,0606,회룡,2,2,4
01,수도권,KR,1,1호선,0606,회룡,2,3,4
01,수도권,KR,1,1호선,0606,회룡,2,4,4
01,수도권,KR,1,1호선,0606,회룡,2,5,4
01,수도권,KR,1,1호선,0606,회룡,2,6,4
01,수도권,KR,1,1호선,0606,회룡,2,7,4
01,수도권,KR,1,1호선,0606,회룡,2,8,4
01,수도권,KR,1,1호선,0606,회룡,2,9,4
01,수도권,KR,1,1호선,0606,회룡,2,10,4
01,수도권,KR,1,1호선,0190,망월사,1,1,4
01,수도권,KR,1,1호선,0190,망월사,1,2,4
01,수도권,KR,1,1호선,0190,망월사,1,3,4
01,수도권,KR,1,1호선,0190,망월사,1,4,4
01,수도권,KR,1,1호선,0190,망월사,1,5,4
01,수도권,KR,1,1호선,0190,망월사,1,6,4
01,수도권,KR,1,1호선,0190,망월사,1,7,4
01,수도권,KR,1,1호선,0190,망월사,1,8,4
01,수도권,KR,1,1호선,0190,망월사,1,9,4
01,수도권,KR,1,1호선,0190,망월사,1,10,4
01,수도권,KR,1,1호선,0190,망월사,2,1,4
01,수도권,KR,1,1호선,0190,망월사,2,2,4
01,수도권,KR,1,1호선,0190,망월사,2,3,4
01,수도권,KR,1,1호선,0190,망월사,2,4,4
01,수도권,KR,1,1호선,0190,망월사,2,5,4
01,수도권,KR,1,1호선,0190,망월사,2,6,4
01,수도권,KR,1,1호선,0190,망월사,2,7,4
01,수도권,KR,1,1호선,0190,망월사,2,8,4
01,수도권,KR,1,1호선,0190,망월사,2,9,4
01,수도권,KR,1,1호선,0190,망월사,2,10,4
01,수도권,KR,1,1호선,0146,도봉산,1,1,4
01,수도권,KR,1,1호선,0146,도봉산,1,2,4
01,수도권,KR,1,1호선,0146,도봉산,1,3,4
01,수도권,KR,1,1호선,0146,도봉산,1,4,4
01,수도권,KR,1,1호선,0146,도봉산,1,5,4
01,수도권,KR,1,1호선,0146,도봉산,1,6,4
01,수도권,KR,1,1호선,0146,도봉산,1,7,4
01,수도권,KR,1,1호선,0146,도봉산,1,8,4
01,수도권,KR,1,1호선,0146,도봉산,1,9,4
01,수도권,KR,1,1호선,0146,도봉산,1,10,4
01,수도권,KR,1,1호선,0146,도봉산,2,1,4
01,수도권,KR,1,1호선,0146,도봉산,2,2,4
01,수도권,KR,1,1호선,0146,도봉산,2,3,4
01,수도권,KR,1,1호선,0146,도봉산,2,4,4
01,수도권,KR,1,1호선,0146,도봉산,2,5,4
01,수도권,KR,1,1호선,0146,도봉산,2,6,4
01,수도권,KR,1,1호선,0146,도봉산,2,7,4
01,수도권,KR,1,1호선,0146,도봉산,2,8,4
01,수도권,KR,1,1호선,0146,도봉산,2,9,4
01,수도권,KR,1,1호선,0146,도봉산,2,10,4
01,수도권,KR,1,1호선,0145,도봉,1,1,4
01,수도권,KR,1,1호선,0145,도봉,1,2,4
01,수도권,KR,1,1호선,0145,도봉,1,3,4
01,수도권,KR,1,1호선,0145,도봉,1,4,4
01,수도권,KR,1,1호선,0145,도봉,1,5,4
01,수도권,KR,1,1호선,0145,도봉,1,6,4
01,수도권,KR,1,1호선,0145,도봉,1,7,4
01,수도권,KR,1,1호선,0145,도봉,1,8,4
01,수도권,KR,1,1호선,0145,도봉,1,9,4
01,수도권,KR,1,1호선,0145,도봉,1,10,4
01,수도권,KR,1,1호선,0145,도봉,2,1,4
01,수도권,KR,1,1호선,0145,도봉,2,2,4
01,수도권,KR,1,1호선,0145,도봉,2,3,4
01,수도권,KR,1,1호선,0145,도봉,2,4,4
01,수도권,KR,1,1호선,0145,도봉,2,5,4
01,수도권,KR,1,1호선,0145,도봉,2,6,4
01,수도권,KR,1,1호선,0145,도봉,2,7,4
01,수도권,KR,1,1호선,0145,도봉,2,8,4
01,수도권,KR,1,1호선,0145,도봉,2,9,4
01,수도권,KR,1,1호선,0145,도봉,2,10,4
01,수도권,KR,1,1호선,0220,방학,1,1,4
01,수도권,KR,1,1호선,0220,방학,1,2,4
01,수도권,KR,1,1호선,0220,방학,1,3,4
01,수도권,KR,1,1호선,0220,방학,1,4,4
01,수도권,KR,1,1호선,0220,방학,1,5,4
01,수도권,KR,1,1호선,0220,방학,1,6,4
01,수도권,KR,1,1호선,0220,방학,1,7,4
01,수도권,KR,1,1호선,0220,방학,1,8,4
01,수도권,KR,1,1호선,0220,방학,1,9,4
01,수도권,KR,1,1호선,0220,방학,1,10,4
01,수도권,KR,1,1호선,0220,방학,2,1,4
01,수도권,KR,1,1호선,0220,방학,2,2,4
01,수도권,KR,1,1호선,0220,방학,2,3,4
01,수도권,KR,1,1호선,0220,방학,2,4,4
01,수도권,KR,1,1호선,0220,방학,2,5,4
01,수도권,KR,1,1호선,0220,방학,2,6,4
01,수도권,KR,1,1호선,0220,방학,2,7,4
01,수도권,KR,1,1호선,0220,방학,2,8,4
01,수도권,KR,1,1호선,0220,방학,2,9,4
01,수도권,KR,1,1호선,0220,방학,2,10,4
01,수도권,KR,1,1호선,0541,창동,1,1,4
01,수도권,KR,1,1호선,0541,창동,1,2,4
01,수도권,KR,1,1호선,0541,창동,1,3,4
01,수도권,KR,1,1호선,0541,창동,1,4,4
01,수도권,KR,1,1호선,0541,창동,1,5,4
01,수도권,KR,1,1호선,0541,창동,1,6,4
01,수도권,KR,1,1호선,0541,창동,1,7,4
01,수도권,KR,1,1호선,0541,창동,1,8,4
01,수도권,KR,1,1호선,0541,창동,1,9,4
01,수도권,KR,1,1호선,0541,창동,1,10,4
01,수도권,KR,1,1호선,0541,창동,2,1,4
01,수도권,KR,1,1호선,0541,창동,2,2,4
01,수도권,KR,1,1호선,0541,창동,2,3,4
01,수도권,KR,1,1호선,0541,창동,2,4,4
01,수도권,KR,1,1호선,0541,창동,2,5,4
01,수도권,KR,1,1호선,0541,창동,2,6,4
01,수도권,KR,1,1호선,0541,창동,2,7,4
01,수도권,KR,1,1호선,0541,창동,2,8,4
01,수도권,KR,1,1호선,0541,창동,2,9,4
01,수도권,KR,1,1호선,0541,창동,2,10,4
01,수도권,KR,1,1호선,0541,창동,3,1,4
01,수도권,KR,1,1호선,0541,창동,3,2,4
01,수도권,KR,1,1호선,0541,창동,3,3,4
01,수도권,KR,1,1호선,0541,창동,3,4,4
01,수도권,KR,1,1호선,0541,창동,3,5,4
01,수도권,KR,1,1호선,0541,창동,3,6,4
01,수도권,KR,1,1호선,0541,창동,3,7,4
01,수도권,KR,1,1호선,0541,창동,3,8,4
01,수도권,KR,1,1호선,0541,창동,3,9,4
01,수도권,KR,1,1호선,0541,창동,3,10,4
01,수도권,KR,1,1호선,0541,창동,4,1,4
01,수도권,KR,1,1호선,0541,창동,4,2,4
01,수도권,KR,1,1호선,0541,창동,4,3,4
01,수도권,KR,1,1호선,0541,창동,4,4,4
01,수도권,KR,1,1호선,0541,창동,4,5,4
01,수도권,KR,1,1호선,0541,창동,4,6,4
01,수도권,KR,1,1호선,0541,창동,4,7,4
01,수도권,KR,1,1호선,0541,창동,4,8,4
01,수도권,KR,1,1호선,0541,창동,4,9,4
01,수도권,KR,1,1호선,0541,창동,4,10,4
01,수도권,KR,1,1호선,0119,녹천,1,1,4
01,수도권,KR,1,1호선,0119,녹천,1,2,4
01,수도권,KR,1,1호선,0119,녹천,1,3,4
01,수도권,KR,1,1호선,0119,녹천,1,4,4
01,수도권,KR,1,1호선,0119,녹천,1,5,4
01,수도권,KR,1,1호선,0119,녹천,1,6,4
01,수도권,KR,1,1호선,0119,녹천,1,7,4
01,수도권,KR,1,1호선,0119,녹천,1,8,4
01,수도권,KR,1,1호선,0119,녹천,1,9,4
01,수도권,KR,1,1호선,0119,녹천,1,10,4
01,수도권,KR,1,1호선,0119,녹천,2,1,4
01,수도권,KR,1,1호선,0119,녹천,2,2,4
01,수도권,KR,1,1호선,0119,녹천,2,3,4
01,수도권,KR,1,1호선,0119,녹천,2,4,4
01,수도권,KR,1,1호선,0119,녹천,2,5,4
01,수도권,KR,1,1호선,0119,녹천,2,6,4
01,수도권,KR,1,1호선,0119,녹천,2,7,4
01,수도권,KR,1,1호선,0119,녹천,2,8,4
01,수도권,KR,1,1호선,0119,녹천,2,9,4
01,수도권,KR,1,1호선,0119,녹천,2,10,4
01,수도권,KR,1,1호선,0459,월계,1,1,4
01,수도권,KR,1,1호선,0459,월계,1,2,4
01,수도권,KR,1,1호선,0459,월계,1,3,4
01,수도권,KR,1,1호선,0459,월계,1,4,4
01,수도권,KR,1,1호선,0459,월계,1,5,4
01,수도권,KR,1,1호선,0459,월계,1,6,4
01,수도권,KR,1,1호선,0459,월계,1,7,4
01,수도권,KR,1,1호선,0459,월계,1,8,4
01,수도권,KR,1,1호선,0459,월계,1,9,4
01,수도권,KR,1,1호선,0459,월계,1,10,4
01,수도권,KR,1,1호선,0459,월계,2,1,4
01,수도권,KR,1,1호선,0459,월계,2,2,4
01,수도권,KR,1,1호선,0459,월계,2,3,4
01,수도권,KR,1,1호선,0459,월계,2,4,4
01,수도권,KR,1,1호선,0459,월계,2,5,4
01,수도권,KR,1,1호선,0459,월계,2,6,4
01,수도권,KR,1,1호선,0459,월계,2,7,4
01,수도권,KR,1,1호선,0459,월계,2,8,4
01,수도권,KR,1,1호선,0459,월계,2,9,4
01,수도권,KR,1,1호선,0459,월계,2,10,4
01,수도권,KR,1,1호선,0065,광운대,1,1,4
01,수도권,KR,1,1호선,0065,광운대,1,2,4
01,수도권,KR,1,1호선,0065,광운대,1,3,4
01,수도권,KR,1,1호선,0065,광운대,1,4,4
01,수도권,KR,1,1호선,0065,광운대,1,5,4
01,수도권,KR,1,1호선,0065,광운대,1,6,4
01,수도권,KR,1,1호선,0065,광운대,1,7,4
01,수도권,KR,1,1호선,0065,광운대,1,8,4
01,수도권,KR,1,1호선,0065,광운대,1,9,4
01,수도권,KR,1,1호선,0065,광운대,1,10,4
01,수도권,KR,1,1호선,0065,광운대,2,1,4
01,수도권,KR,1,1호선,0065,광운대,2,2,4
01,수도권,KR,1,1호선,0065,광운대,2,3,4
01,수도권,KR,1,1호선,0065,광운대,2,4,4
01,수도권,KR,1,1호선,0065,광운대,2,5,4
01,수도권,KR,1,1호선,0065,광운대,2,6,4
01,수도권,KR,1,1호선,0065,광운대,2,7,4
01,수도권,KR,1,1호선,0065,광운대,2,8,4
01,수도권,KR,1,1호선,0065,광운대,2,9,4
01,수도권,KR,1,1호선,0065,광운대,2,10,4
01,수도권,KR,1,1호선,0065,광운대,3,1,4
01,수도권,KR,1,1호선,0065,광운대,3,2,4
